Project_ID,Location,Geographic_Region,Budget_Cr,Tower_Count,Substations_Count,Steel_Demand_Tons,Conductor_Demand_Km,Insulator_Demand_Nos,Transformer_Demand_Units,Tower_Type,Substation_Type,Terrain_Difficulty,Tax_Rate,Start_Year,Completion_Year,Line_Length_CKM,Transformation_Capacity_MVA,Voltage,Circuit,Transformer_Bin
PROJ-9890,Angul,Hilly Forests,1226,983,1,36174,1968,122089,3,D/C 400 kV,GIS,High,18,2015,2019,328,1418.9131210178084,400,D/C,2+
PROJ-5958,Dharamjaygarh-II,Hilly Forests,1825,1272,2,46810,3054,157982,4,D/C 400 kV,GIS,High,12,2020,2023,509,1313.248456067326,400,D/C,2+
PROJ-2888,Bikaner,Desert Plains,1982,1967,1,95006,3540,407169,3,D/C 765 kV,Hybrid,High,12,2014,2018,590,3768.012725322231,765,D/C,2+
PROJ-8116,Pakaldul,Hilly Forests,3997,7525,2,242305,5646,389419,2,S/C 220 kV,AIS,High,18,2018,2022,1882,342.6892677235626,220,S/C,2+
PROJ-2207,BhadlaRE Park,Desert Plains,3195,3170,2,143791,5706,492142,5,D/C 765 kV,GIS,Medium,12,2017,2021,951,6691.764520245079,765,D/C,2+
PROJ-2373,Gurgaon,Northern Plains,1894,1783,2,74886,3210,369081,4,D/C 765 kV,Hybrid,Low,18,2012,2014,535,5558.99596118152,765,D/C,2+
PROJ-3332,Ramgarh,Desert Plains,2853,5414,1,163719,5685,210131,1,S/C 220 kV,GIS,Medium,12,2012,2015,1895,299.64680516574407,220,S/C,1
PROJ-3834,Sonipat,Northern Plains,538,890,1,24920,801,34543,2,S/C 220 kV,GIS,Low,12,2012,2014,267,276.48420709869674,220,S/C,2+
PROJ-3923,VaranasiGIS,Northern Plains,1324,1247,2,52374,2244,258129,2,D/C 765 kV,AIS,Low,18,2018,2021,374,1972.0883969693084,765,D/C,2+
PROJ-2403,Dhanbad,Hilly Forests,2074,1627,1,78584,2928,252592,3,D/C 765 kV,GIS,High,18,2016,2020,488,3084.1423470113978,765,D/C,2+
PROJ-1305,Ranchi,Hilly Forests,2341,1551,2,74913,3690,321057,5,D/C 765 kV,AIS,High,18,2010,2013,615,6101.666845829965,765,D/C,2+
PROJ-5525,Rewa,Central Plains,1081,859,2,38964,2070,177813,5,D/C 765 kV,Hybrid,Medium,12,2010,2013,345,4540.2023080140825,765,D/C,2+
PROJ-1323,Pakaldul,Hilly Forests,1636,1579,2,58107,3150,261482,3,D/C 400 kV,AIS,High,18,2011,2015,525,1679.8000719323963,400,D/C,2+
PROJ-7641,Ramgarh,Desert Plains,2702,5129,2,155101,5385,265426,2,S/C 220 kV,Hybrid,Medium,12,2019,2023,1795,226.3319373452615,220,S/C,2+
PROJ-4794,Mainpuri,Northern Plains,1911,3160,2,88480,2844,163530,3,S/C 220 kV,AIS,Low,12,2014,2018,948,367.9618518388115,220,S/C,2+
PROJ-8861,Jaisalmer-II,Desert Plains,993,1170,2,35381,1053,45411,1,S/C 220 kV,GIS,Medium,18,2021,2023,351,198.37356438344136,220,S/C,1
PROJ-5625,Gadag-II,Central Plains,1270,1380,2,41731,1449,71415,1,S/C 220 kV,Hybrid,Medium,12,2020,2024,483,216.78530783954824,220,S/C,1
PROJ-7992,Jind,Northern Plains,4566,5554,1,177728,11118,919742,2,D/C 400 kV,AIS,Low,12,2010,2012,1853,646.5040472601925,400,D/C,2+
PROJ-1383,Sikar-II,Desert Plains,1888,1878,1,64904,4506,310997,4,D/C 400 kV,Hybrid,Medium,12,2013,2016,751,1427.5009626713515,400,D/C,2+
PROJ-6630,BakhtiyarpurRE Park,Northern Plains,2690,2176,2,91392,5208,337824,5,D/C 765 kV,GIS,Low,18,2015,2018,868,4804.3436763482605,765,D/C,2+
PROJ-8161,Ananthapuram,Coastal Plains,1099,912,2,41368,2190,207662,3,D/C 765 kV,Hybrid,Medium,12,2015,2017,365,1986.5501172236322,765,D/C,2+
PROJ-2641,Tuticorin,Coastal Plains,4813,4635,2,170568,11124,844312,4,D/C 400 kV,Hybrid,High,18,2013,2016,1854,2411.4414082784124,400,D/C,2+
PROJ-8601,Turumunga-III,Hilly Forests,1367,1412,1,45466,1695,73071,1,S/C 220 kV,Hybrid,High,12,2018,2020,565,233.81070306338958,220,S/C,1
PROJ-2547,MainpuriGIS,Northern Plains,1742,3455,3,96740,2592,178796,1,S/C 220 kV,AIS,Low,12,2017,2020,864,231.2405960747213,220,S/C,1
PROJ-3734,Turumunga,Hilly Forests,1713,1208,1,58346,2904,250056,3,D/C 765 kV,AIS,High,18,2018,2020,484,3214.8830800834967,765,D/C,2+
PROJ-3867,North Karanpura,Hilly Forests,1757,1238,2,45558,2970,205013,1,D/C 400 kV,Hybrid,High,12,2018,2020,495,505.9066381125647,400,D/C,1
PROJ-2603,GadagRE Park,Coastal Plains,2721,1849,2,83871,4446,421017,5,D/C 765 kV,Hybrid,Medium,18,2022,2026,741,3595.2958652994166,765,D/C,2+
PROJ-7571,North Karanpura,Hilly Forests,2844,3084,2,113491,6150,510710,3,D/C 400 kV,AIS,High,12,2018,2021,1025,1203.1339612772604,400,D/C,2+
PROJ-3374,Gurgaon,Northern Plains,801,763,2,24416,1542,126353,3,D/C 400 kV,AIS,Low,18,2019,2023,257,1136.866274123949,400,D/C,2+
PROJ-9611,Jind,Northern Plains,1418,1115,1,46830,2682,230805,2,D/C 765 kV,AIS,Low,18,2017,2020,447,2640.938032721707,765,D/C,2+
PROJ-4298,Nagpur,Central Plains,1384,1345,2,40673,1614,69604,2,S/C 220 kV,Hybrid,Medium,12,2020,2024,538,407.3295692159294,220,S/C,2+
PROJ-7374,Turumunga,Hilly Forests,2290,2097,2,77170,4182,347263,4,D/C 400 kV,Hybrid,High,18,2016,2018,697,1579.7883335268386,400,D/C,2+
PROJ-5909,Kishenpur-III,Hilly Forests,1155,1243,2,40025,1305,64325,1,S/C 220 kV,Hybrid,High,18,2014,2017,435,114.02029605348841,220,S/C,1
PROJ-8792,Paradeep,Coastal Plains,1301,1493,1,54942,3006,271965,5,D/C 400 kV,AIS,High,18,2014,2018,501,2653.866319906251,400,D/C,2+
PROJ-7686,Raigarh,Hilly Forests,3174,4482,1,144320,5379,231943,2,S/C 220 kV,AIS,High,18,2012,2014,1793,449.6768291585082,220,S/C,2+
PROJ-9430,Jaipur,Desert Plains,2468,2719,2,93969,5436,450266,3,D/C 400 kV,Hybrid,Medium,18,2018,2022,906,1159.7919208792523,400,D/C,2+
PROJ-8497,KeonjharGIS,Hilly Forests,4835,5472,1,201370,10950,906163,3,D/C 400 kV,Hybrid,High,12,2012,2016,1825,1709.672156780684,400,D/C,2+
PROJ-6499,DausaRE Park,Desert Plains,2135,1991,2,68809,3996,247282,3,D/C 400 kV,GIS,Medium,12,2010,2014,666,1642.2284893157077,400,D/C,2+
PROJ-4501,GadagRE Park,Coastal Plains,750,882,2,26672,1059,50208,0,S/C 220 kV,AIS,Medium,18,2010,2014,353,195.21134043021237,220,S/C,0
PROJ-1237,Jaisalmer-III,Desert Plains,1058,1245,1,37649,1494,48322,2,S/C 220 kV,GIS,Medium,18,2018,2021,498,508.1751211169348,220,S/C,2+
PROJ-2035,Aligarh,Northern Plains,1258,1712,2,54784,3420,283507,4,D/C 400 kV,AIS,Low,12,2011,2014,570,1628.6110412209084,400,D/C,2+
PROJ-1526,Dhanbad-II,Hilly Forests,1295,863,1,41683,1554,133981,5,D/C 765 kV,GIS,High,18,2018,2020,259,3173.736325654537,765,D/C,2+
PROJ-6002,NeemranaExt,Desert Plains,1351,1222,2,42232,2460,202363,2,D/C 400 kV,Hybrid,Medium,18,2015,2017,410,920.4284425865579,400,D/C,2+
PROJ-8766,Jaipur,Desert Plains,4316,5863,2,202625,11730,970913,3,D/C 400 kV,AIS,Medium,12,2012,2015,1955,1486.6425009371785,400,D/C,2+
PROJ-8160,Varanasi,Northern Plains,1980,1722,1,55104,4134,285163,3,D/C 400 kV,Hybrid,Low,12,2010,2012,689,1152.2199104653337,400,D/C,2+
PROJ-6287,Raichur,Central Plains,2225,2751,3,83190,2889,142364,3,S/C 220 kV,AIS,Medium,12,2021,2024,963,591.8430213217069,220,S/C,2+
PROJ-3580,Umred,Central Plains,842,815,1,24646,978,31632,1,S/C 220 kV,GIS,Medium,18,2021,2025,326,135.28238208557724,220,S/C,1
PROJ-9360,Sikar,Desert Plains,1528,1335,2,46138,2658,165807,4,D/C 400 kV,GIS,Medium,18,2013,2015,443,1915.1236223221404,400,D/C,2+
PROJ-4818,Raigarh,Hilly Forests,1895,1419,1,68538,3384,293733,2,D/C 765 kV,Hybrid,High,12,2013,2017,564,1931.0113330549593,765,D/C,2+
PROJ-9862,RaigarhGIS,Hilly Forests,3103,2792,3,102746,5598,462355,3,D/C 400 kV,Hybrid,High,12,2015,2019,933,1265.3275550870612,400,D/C,2+
PROJ-4280,Jaipur-III,Desert Plains,782,709,1,24503,1416,117410,1,D/C 400 kV,Hybrid,Medium,12,2011,2015,236,471.0718767889115,400,D/C,1
PROJ-7793,Kudankulam,Coastal Plains,1425,1646,1,60573,3294,299835,2,D/C 400 kV,Hybrid,High,18,2014,2016,549,793.6100936022591,400,D/C,2+
PROJ-7043,RaichurExt,Coastal Plains,1318,1635,2,49442,1962,93072,2,S/C 220 kV,Hybrid,Medium,12,2010,2012,654,362.6546107539882,220,S/C,2+
PROJ-8848,KoppalGIS,Coastal Plains,1368,1610,1,48686,1932,91649,3,S/C 220 kV,AIS,Medium,18,2012,2014,644,866.1318873896457,220,S/C,2+
PROJ-7007,Neemrana,Desert Plains,2364,2645,2,91411,5298,438012,5,D/C 400 kV,AIS,Medium,12,2022,2026,883,1940.8963275520223,400,D/C,2+
PROJ-8499,Turumunga,Hilly Forests,1058,1307,2,42085,987,50728,1,S/C 220 kV,GIS,High,12,2020,2024,329,129.49078348522698,220,S/C,1
PROJ-4199,Rewa,Central Plains,1084,1371,1,41459,1440,70949,1,S/C 220 kV,AIS,Medium,12,2018,2021,480,213.14946131022919,220,S/C,1
PROJ-9396,Varanasi,Northern Plains,1258,1540,1,43120,1617,79695,3,S/C 220 kV,AIS,Low,12,2022,2024,539,306.7995559226925,220,S/C,2+
PROJ-6482,Neemrana,Desert Plains,2899,4570,2,138197,5484,236497,2,S/C 220 kV,AIS,Medium,18,2014,2018,1828,297.88623880948035,220,S/C,2+
PROJ-3535,JaipurExt,Desert Plains,1671,2467,2,74602,2220,127667,1,S/C 220 kV,AIS,Medium,12,2012,2014,740,293.59395935399107,220,S/C,1
PROJ-3591,Fatuha,Northern Plains,1875,2657,3,74396,2790,103125,1,S/C 220 kV,GIS,Low,12,2013,2017,930,271.8649902140952,220,S/C,1
PROJ-7183,Bakhtiyarpur,Northern Plains,862,1622,2,45416,1218,62954,0,S/C 220 kV,GIS,Low,18,2018,2020,406,289.4855996119586,220,S/C,0
PROJ-1944,Ramgarh-III,Desert Plains,1683,1667,1,75615,3000,258802,3,D/C 765 kV,GIS,Medium,12,2019,2022,500,1527.930872287061,765,D/C,2+
PROJ-8149,FatuhaRE Park,Northern Plains,2325,3163,3,88564,2847,163685,3,S/C 220 kV,Hybrid,Low,12,2021,2023,949,470.81265692656297,220,S/C,2+
PROJ-9159,Solapur,Central Plains,1762,1433,1,65001,2580,222473,4,D/C 765 kV,GIS,Medium,18,2022,2025,430,3471.4027784298337,765,D/C,2+
PROJ-2447,MandsaurGIS,Central Plains,1556,1543,1,69990,2778,319401,1,D/C 765 kV,Hybrid,Medium,12,2017,2021,463,1195.881574368485,765,D/C,1
PROJ-8105,SonipatRE Park,Northern Plains,4091,5557,2,177824,11118,920239,2,D/C 400 kV,AIS,Low,12,2014,2018,1853,886.4722531955993,400,D/C,2+
PROJ-7830,Bikaner,Desert Plains,2358,1662,2,80275,3996,258025,5,D/C 765 kV,GIS,High,18,2014,2016,666,2612.2462421566233,765,D/C,2+
PROJ-3139,FirozabadRE Park,Northern Plains,2535,2231,2,93702,5370,461817,5,D/C 765 kV,Hybrid,Low,18,2017,2021,895,3922.5597987122205,765,D/C,2+
PROJ-4019,Kanpur,Northern Plains,1733,1650,1,52800,3306,204930,2,D/C 400 kV,GIS,Low,12,2020,2024,551,916.871166448509,400,D/C,2+
PROJ-5439,KoppalExt,Coastal Plains,5244,5253,2,181544,10506,956886,4,D/C 400 kV,Hybrid,Medium,12,2021,2025,1751,2272.3860280635486,400,D/C,2+
PROJ-1277,Gadag,Coastal Plains,2229,2282,2,78866,4548,311767,5,D/C 400 kV,GIS,Medium,18,2015,2017,758,2874.795985130372,400,D/C,2+
PROJ-2693,Indore,Central Plains,2014,2498,2,75540,2997,129271,3,S/C 220 kV,Hybrid,Medium,12,2014,2017,999,492.3976528418594,220,S/C,2+
PROJ-3695,Angul,Hilly Forests,1231,769,1,37143,1854,159183,3,D/C 765 kV,Hybrid,High,12,2017,2019,309,1651.5224124968463,765,D/C,2+
PROJ-9898,Jaipur,Desert Plains,1725,2223,2,67224,2001,115040,2,S/C 220 kV,AIS,Medium,18,2020,2022,667,569.9907792940139,220,S/C,2+
PROJ-8165,ChoutuppalExt,Central Plains,3777,2335,3,105916,5598,483345,5,D/C 765 kV,AIS,Medium,18,2020,2023,933,3452.067480124551,765,D/C,2+
PROJ-2051,Ranchi-II,Hilly Forests,863,1083,2,34873,975,56045,1,S/C 220 kV,Hybrid,High,18,2014,2017,325,100.08030880506797,220,S/C,1
PROJ-8711,KudankulamRE Park,Coastal Plains,1442,1100,1,49896,2646,250470,4,D/C 765 kV,Hybrid,Medium,12,2019,2023,441,2316.998424519715,765,D/C,2+
PROJ-2747,Vijayawada,Coastal Plains,4143,3220,3,146059,5796,549896,4,D/C 765 kV,GIS,Medium,12,2020,2024,966,3791.8147887247424,765,D/C,2+
PROJ-9570,Neemrana,Desert Plains,776,743,2,25678,1494,92281,2,D/C 400 kV,GIS,Medium,18,2017,2019,249,1191.1251410221312,400,D/C,2+
PROJ-2993,Paradeep-II,Coastal Plains,1875,1860,2,84370,3348,423522,3,D/C 765 kV,Hybrid,Medium,12,2016,2020,558,3424.7390437301824,765,D/C,2+
PROJ-4202,IndoreGIS,Central Plains,1620,1352,1,61327,3228,279864,3,D/C 765 kV,AIS,Medium,12,2017,2020,538,1715.1952134447251,765,D/C,2+
PROJ-9831,Sonipat,Northern Plains,1996,2023,1,64736,4050,251257,4,D/C 400 kV,GIS,Low,12,2012,2016,675,1324.8143751021926,400,D/C,2+
PROJ-4442,Dhanbad,Hilly Forests,881,459,2,22170,1092,95013,4,D/C 765 kV,AIS,High,12,2017,2021,182,4424.055327744325,765,D/C,2+
PROJ-4281,Kurnool,Coastal Plains,2780,4618,1,139648,5541,197160,3,S/C 220 kV,GIS,Medium,12,2013,2016,1847,362.7377188526049,220,S/C,2+
PROJ-5669,Sonipat,Northern Plains,2216,2218,1,70976,4440,367301,5,D/C 400 kV,Hybrid,Low,12,2021,2024,740,1842.909338407079,400,D/C,2+
PROJ-5050,Gurgaon,Northern Plains,2357,2060,2,65920,4944,341136,4,D/C 400 kV,AIS,Low,12,2011,2015,824,2424.5303947793655,400,D/C,2+
PROJ-1292,Rewa,Central Plains,889,976,1,33731,1950,161626,4,D/C 400 kV,AIS,Medium,18,2016,2020,325,1932.3700513843642,400,D/C,2+
PROJ-7620,Umred-II,Central Plains,1520,1267,1,57471,3030,262269,4,D/C 765 kV,Hybrid,Medium,12,2018,2021,505,2311.9754656376363,765,D/C,2+
PROJ-3378,Jind,Northern Plains,3757,5303,2,148484,5568,274430,1,S/C 220 kV,Hybrid,Low,18,2020,2023,1856,228.555310011973,220,S/C,1
PROJ-6353,RewaExt,Central Plains,1576,2787,2,84279,2094,108170,2,S/C 220 kV,GIS,Medium,12,2017,2019,698,263.40809361096376,220,S/C,2+
PROJ-4464,Nellore,Coastal Plains,2560,2016,2,91446,4842,459043,4,D/C 765 kV,AIS,Medium,18,2013,2015,807,5864.902902823282,765,D/C,2+
PROJ-7286,Fatuha,Northern Plains,1415,1121,2,47082,2676,232047,4,D/C 765 kV,Hybrid,Low,18,2014,2016,446,4521.670473525417,765,D/C,2+
PROJ-3596,Sonipat-II,Northern Plains,2297,2763,2,88416,5532,457553,3,D/C 400 kV,AIS,Low,18,2016,2018,922,1778.874009424971,400,D/C,2+
PROJ-8783,Raigarh-II,Hilly Forests,1007,894,1,28787,939,46264,0,S/C 220 kV,AIS,High,12,2020,2023,313,282.7454988012919,220,S/C,0
PROJ-8101,Fatuha,Northern Plains,1186,781,2,32802,1872,161667,4,D/C 765 kV,AIS,Low,18,2018,2021,312,3190.2828657632617,765,D/C,2+
PROJ-2160,Raichur,Central Plains,1593,1500,2,68040,2700,310500,4,D/C 765 kV,Hybrid,Medium,18,2015,2019,450,2124.8542413549903,765,D/C,2+
PROJ-8487,Dharamjaygarh-III,Hilly Forests,5273,5672,1,208730,11334,939283,5,D/C 400 kV,AIS,High,18,2017,2020,1889,2771.641751754386,400,D/C,2+
PROJ-6554,Pakaldul,Hilly Forests,1000,667,2,32216,1200,103552,2,D/C 765 kV,GIS,High,12,2018,2021,200,1010.7970843673548,765,D/C,2+
PROJ-1231,Dausa,Desert Plains,1442,1388,2,47969,2778,172390,3,D/C 400 kV,GIS,Medium,18,2015,2019,463,1862.900338388227,400,D/C,2+
PROJ-1186,Rewa,Central Plains,2449,2721,3,94038,5448,450598,5,D/C 400 kV,AIS,Medium,18,2011,2015,908,2230.5142807156562,400,D/C,2+
PROJ-9816,Mainpuri,Northern Plains,656,1121,1,31388,843,58012,2,S/C 220 kV,AIS,Low,12,2022,2024,281,298.3998961227181,220,S/C,2+
PROJ-6586,Indore,Central Plains,1458,1257,1,43442,2508,208159,3,D/C 400 kV,Hybrid,Medium,18,2011,2015,418,1377.5326464969255,400,D/C,2+
PROJ-4229,Nagbhid,Central Plains,5512,4571,2,207341,10986,946197,5,D/C 765 kV,Hybrid,Medium,12,2017,2019,1831,6567.034467823398,765,D/C,2+
PROJ-3953,Sonipat,Northern Plains,1330,2504,1,70112,1878,129582,2,S/C 220 kV,AIS,Low,18,2013,2016,626,495.2603019366759,220,S/C,2+
PROJ-5871,Dhanbad,Hilly Forests,1079,1115,2,35903,1338,57701,0,S/C 220 kV,Hybrid,High,12,2011,2015,446,214.69835277819533,220,S/C,0
PROJ-1087,Ananthapuram,Coastal Plains,1625,1254,2,56881,3024,214152,3,D/C 765 kV,GIS,Medium,18,2016,2019,504,2065.1550280046195,765,D/C,2+
PROJ-2121,Fatuha,Northern Plains,2051,1904,2,79968,4578,394128,2,D/C 765 kV,AIS,Low,12,2018,2022,763,1704.6177684183567,765,D/C,2+
PROJ-2922,Umred-II,Central Plains,1031,935,1,32314,1878,154836,2,D/C 400 kV,Hybrid,Medium,18,2016,2019,313,632.8554610052089,400,D/C,2+
PROJ-6108,Fatehgarh,Desert Plains,1075,924,1,34003,1848,153014,2,D/C 400 kV,AIS,High,18,2012,2015,308,1031.7956147639097,400,D/C,2+
PROJ-2556,Raigarh,Hilly Forests,1548,1471,1,47366,1545,76124,3,S/C 220 kV,AIS,High,18,2020,2022,515,605.4490971398826,220,S/C,2+
PROJ-7492,Beawar,Desert Plains,1960,1981,2,68463,3978,328054,5,D/C 400 kV,Hybrid,Medium,12,2014,2018,663,2307.38253333395,400,D/C,2+
PROJ-2400,Raigarh,Hilly Forests,1433,1169,1,43019,2346,145190,3,D/C 400 kV,GIS,High,18,2022,2024,391,1165.0965714580764,400,D/C,2+
PROJ-9222,Koppal,Central Plains,1416,1549,2,53533,3102,256514,4,D/C 400 kV,Hybrid,Medium,18,2016,2018,517,2091.702726578475,400,D/C,2+
PROJ-3972,SikarGIS,Desert Plains,5782,4553,1,206524,10938,942471,5,D/C 765 kV,AIS,Medium,18,2019,2021,1823,4146.606387412521,765,D/C,2+
PROJ-8249,RaigarhRE Park,Hilly Forests,2524,1887,2,91142,3396,292957,3,D/C 765 kV,GIS,High,18,2017,2019,566,1986.5121814115644,765,D/C,2+
PROJ-4118,Nellore,Coastal Plains,986,1002,2,30300,1203,57039,2,S/C 220 kV,Hybrid,Medium,18,2022,2025,401,230.3974025263327,220,S/C,2+
PROJ-4628,Paradeep,Coastal Plains,1362,1557,1,50135,1401,88632,1,S/C 220 kV,Hybrid,High,12,2022,2025,467,135.21652660634325,220,S/C,1
PROJ-5541,Ananthapuram,Coastal Plains,1603,2689,1,81315,2022,114803,2,S/C 220 kV,GIS,Medium,18,2013,2015,674,550.1452959603043,220,S/C,2+
PROJ-7814,Mainpuri,Northern Plains,510,956,1,26768,720,49473,1,S/C 220 kV,AIS,Low,18,2016,2018,240,190.7693127613823,220,S/C,1
PROJ-7350,Ramgarh,Desert Plains,956,975,1,29484,1170,50456,1,S/C 220 kV,Hybrid,Medium,12,2021,2023,390,269.9200349964916,220,S/C,1
PROJ-3769,Kudankulam,Coastal Plains,1550,1489,1,54795,2982,271236,2,D/C 400 kV,Hybrid,High,12,2019,2023,497,846.3168636093837,400,D/C,2+
PROJ-5292,Pakaldul-III,Hilly Forests,6751,5617,2,206706,11232,697631,3,D/C 400 kV,GIS,High,18,2022,2025,1872,1409.5228288113092,400,D/C,2+
PROJ-5695,Kanpur,Northern Plains,2102,1457,2,61194,3504,301599,2,D/C 765 kV,Hybrid,Low,18,2011,2015,584,2348.3738976592276,765,D/C,2+
PROJ-3730,Sikar,Desert Plains,1290,1198,2,41403,2376,198389,3,D/C 400 kV,AIS,Medium,18,2011,2013,396,998.5012639188317,400,D/C,2+
PROJ-6219,DausaRE Park,Desert Plains,1189,1400,2,42336,1680,72450,2,S/C 220 kV,Hybrid,Medium,18,2016,2018,560,305.2103342971136,220,S/C,2+
PROJ-7575,Varanasi,Northern Plains,4925,4352,1,182784,10434,900864,4,D/C 765 kV,Hybrid,Low,18,2012,2016,1739,3611.1421361859802,765,D/C,2+
PROJ-5902,Bikaner,Desert Plains,1936,1785,2,57477,2142,69280,2,S/C 220 kV,GIS,High,18,2020,2022,714,473.5506964653225,220,S/C,2+
PROJ-3168,NagbhidGIS,Central Plains,1291,1511,2,52220,3024,250222,5,D/C 400 kV,AIS,Medium,12,2022,2025,504,3128.7151417747923,400,D/C,2+
PROJ-5064,Turumunga,Hilly Forests,6005,5316,2,195629,10620,880330,5,D/C 400 kV,Hybrid,High,18,2021,2025,1770,2521.243018559666,400,D/C,2+
PROJ-5788,Mainpuri-III,Northern Plains,1925,1693,2,71106,3048,350451,4,D/C 765 kV,Hybrid,Low,18,2017,2019,508,5903.483451134147,765,D/C,2+
PROJ-6566,Nellore,Coastal Plains,1536,1438,2,49697,2874,196460,2,D/C 400 kV,GIS,Medium,18,2016,2020,479,879.713402214559,400,D/C,2+
PROJ-1194,Varanasi,Northern Plains,1684,1332,2,55944,3186,275724,4,D/C 765 kV,AIS,Low,18,2011,2015,531,2732.6781097131707,765,D/C,2+
PROJ-2933,Ramgarh,Desert Plains,6233,6183,2,280461,11130,959911,5,D/C 765 kV,GIS,Medium,12,2014,2016,1855,3891.0859353441106,765,D/C,2+
PROJ-8031,Varanasi,Northern Plains,2185,2110,2,67520,4230,262062,2,D/C 400 kV,GIS,Low,18,2020,2022,705,684.8625218177016,400,D/C,2+
PROJ-2497,Turumunga,Hilly Forests,2789,2644,2,97299,5292,437846,2,D/C 400 kV,AIS,High,18,2014,2017,882,764.9351362803473,400,D/C,2+
PROJ-4313,NagbhidRE Park,Central Plains,1015,1192,1,41196,2394,197395,1,D/C 400 kV,Hybrid,Medium,12,2017,2021,399,527.90305308759,400,D/C,1
PROJ-7613,Raichur,Central Plains,4208,5720,1,197683,11436,947232,5,D/C 400 kV,AIS,Medium,12,2019,2023,1906,2332.3008310046707,400,D/C,2+
PROJ-5484,Umred,Central Plains,1856,2004,1,69258,4002,331862,4,D/C 400 kV,Hybrid,Medium,12,2019,2023,667,2083.8868586295234,400,D/C,2+
PROJ-6531,Sikar,Desert Plains,1931,2850,3,86184,2565,147488,3,S/C 220 kV,AIS,Medium,12,2012,2016,855,342.70814179085176,220,S/C,2+
PROJ-8721,Ramgarh,Desert Plains,4034,5473,2,189147,10962,906329,3,D/C 400 kV,AIS,Medium,12,2014,2018,1827,1342.221834527218,400,D/C,2+
PROJ-4063,AngulGIS,Hilly Forests,2480,1991,2,73269,3972,329710,3,D/C 400 kV,Hybrid,High,18,2018,2021,662,1201.7897875637043,400,D/C,2+
PROJ-7898,Jind,Northern Plains,3391,3193,3,134106,5748,660951,4,D/C 765 kV,Hybrid,Low,18,2013,2017,958,3219.043651189303,765,D/C,2+
PROJ-3044,Angul,Hilly Forests,796,903,1,29077,948,35048,0,S/C 220 kV,GIS,High,12,2018,2022,316,117.1820776405641,220,S/C,0
PROJ-2231,Solapur,Central Plains,1313,1326,1,45827,2664,164689,3,D/C 400 kV,GIS,Medium,12,2013,2016,444,1094.271938870977,400,D/C,2+
PROJ-1441,Bakhtiyarpur,Northern Plains,2156,2778,3,88896,5562,460037,5,D/C 400 kV,AIS,Low,18,2018,2020,927,2577.6756099315617,400,D/C,2+
PROJ-8846,Dausa,Desert Plains,782,681,1,23535,1344,112774,1,D/C 400 kV,Hybrid,Medium,18,2019,2021,224,482.9192329298244,400,D/C,1
PROJ-6190,Gadag,Coastal Plains,1491,1591,1,54985,3174,217362,5,D/C 400 kV,GIS,Medium,12,2013,2015,529,2010.8924865046956,400,D/C,2+
PROJ-1968,MandsaurExt,Central Plains,1403,1100,1,38016,2640,182160,3,D/C 400 kV,Hybrid,Medium,12,2022,2025,440,1559.1265574541824,400,D/C,2+
PROJ-5590,PakaldulGIS,Hilly Forests,4668,7226,2,232677,5424,373946,1,S/C 220 kV,Hybrid,High,18,2021,2025,1808,136.68106972194795,220,S/C,1
PROJ-5246,Dhanbad,Hilly Forests,2016,1879,1,69147,3750,311162,3,D/C 400 kV,AIS,High,12,2013,2017,625,922.8166175225413,400,D/C,2+
PROJ-1767,VijayawadaGIS,Coastal Plains,2235,2292,2,69310,2751,130472,3,S/C 220 kV,AIS,Medium,12,2020,2024,917,816.4865176120425,220,S/C,2+
PROJ-8976,Beawar,Desert Plains,1291,1016,2,46086,2442,210312,1,D/C 765 kV,Hybrid,Medium,18,2018,2022,407,535.1746315315966,765,D/C,1
PROJ-4664,Fatehgarh,Desert Plains,1376,1192,2,43866,2862,197395,4,D/C 400 kV,Hybrid,High,12,2018,2020,477,2223.4381474494094,400,D/C,2+
PROJ-4956,Nellore,Coastal Plains,3282,7408,2,224018,5562,421700,3,S/C 220 kV,AIS,Medium,18,2011,2014,1854,686.8540359540557,220,S/C,2+
PROJ-4855,Angul,Hilly Forests,712,962,1,30976,732,49783,1,S/C 220 kV,AIS,High,12,2022,2025,244,241.5895653402378,220,S/C,1
PROJ-2826,North Karanpura-II,Hilly Forests,1700,1047,2,50570,2520,216729,3,D/C 765 kV,AIS,High,12,2012,2015,420,2268.0635191845395,765,D/C,2+
PROJ-1988,Neemrana,Desert Plains,2856,2833,3,128505,5100,586431,4,D/C 765 kV,AIS,Medium,12,2017,2019,850,2780.43528009684,765,D/C,2+
PROJ-7937,Jind,Northern Plains,1554,1146,2,48132,2778,177916,4,D/C 765 kV,GIS,Low,18,2022,2025,463,3834.5995923243036,765,D/C,2+
PROJ-8733,Barmer,Desert Plains,941,1368,1,44050,1029,70794,1,S/C 220 kV,AIS,High,18,2021,2024,343,199.4481695761287,220,S/C,1
PROJ-6738,DhanbadExt,Hilly Forests,1675,1622,2,59690,3234,268603,2,D/C 400 kV,AIS,High,12,2014,2016,539,1001.1234273706602,400,D/C,2+
PROJ-6670,RaigarhGIS,Hilly Forests,2636,2033,2,74814,4068,252499,3,D/C 400 kV,GIS,High,18,2018,2020,678,1217.2820286789918,400,D/C,2+
