Project_ID,Location,Geographic_Region,Budget_Cr,Tower_Count,Substations_Count,Steel_Demand_Tons,Conductor_Demand_Km,Insulator_Demand_Nos,Transformer_Demand_Units,Tower_Type,Substation_Type,Terrain_Difficulty,Tax_Rate,Start_Year,Completion_Year,Line_Length_CKM,Transformation_Capacity_MVA
PROJ-6375,Jabalpur,Hilly Forests,2031.0,2190,2,65700.0,3942,328500,4,D/C 765 kV,Hybrid,High,12,2017,2021,657,3171
PROJ-1992,Raipur,Hilly Forests,2690.469480286639,2198,2,66058.41827374419,5262,296730,3,D/C 765 kV,GIS,Low,12,2010,2014,877,4771
PROJ-1511,Karnataka,Coastal Plains,1194.0,1220,1,42700.0,1464,29280,3,S/C 220 kV,AIS,Low,12,2019,2021,488,1355
PROJ-5647,Karnataka,Coastal Plains,1507.0,1150,1,34500.0,1380,28152,3,S/C 220 kV,Hybrid,Low,18,2018,2022,460,2938
PROJ-1700,Jabalpur,Hilly Forests,2577.0,2701,2,81030.0,5406,194472,3,D/C 400 kV,Hybrid,Low,12,2019,2021,901,4508
PROJ-1614,Chhattisgarh,Hilly Forests,1283.0,1517,1,45510.0,3042,115292,3,D/C 400 kV,Hybrid,Medium,12,2010,2013,507,1443
PROJ-7285,Odisha,Coastal Plains,1569.0,1630,2,48900.0,3264,101751,4,D/C 400 kV,GIS,Medium,18,2012,2016,544,2931
PROJ-5794,Rajasthan,Desert Plains,1839.0,2407,1,96280.0,4332,368271,4,D/C 765 kV,AIS,High,12,2012,2016,722,3416
PROJ-6326,Gujarat,Desert Plains,2483.0,3043,3,121720.0,5478,465579,3,D/C 765 kV,Hybrid,High,12,2012,2014,913,4737
PROJ-4185,Karnataka,Coastal Plains,1052.0,715,2,21488.52095801961,1434,46332,1,D/C 400 kV,GIS,Low,12,2020,2024,239,500
PROJ-5381,Assam,Hilly Forests,1319.0,1932,2,58064.08739985157,1452,44436,3,S/C 220 kV,AIS,High,18,2022,2026,484,2898
PROJ-8096,Bihar,Northern Plains,1408.0,5479,1,164665.18367690826,10968,355039,2,D/C 400 kV,GIS,High,18,2015,2019,1828,2640
PROJ-1879,Delhi,Northern Plains,1847.0,2110,2,73850.0,1899,50640,3,S/C 220 kV,AIS,High,12,2011,2013,633,2969
PROJ-3068,Karnataka,Coastal Plains,967.0,575,1,17250.0,690,13800,1,S/C 220 kV,AIS,Low,12,2021,2023,230,500
PROJ-3019,Raipur,Hilly Forests,1448.0,1078,1,34823.0,2610,147686,3,D/C 765 kV,Hybrid,Low,12,2018,2020,435,1624
PROJ-3240,Bihar,Northern Plains,1664.0,1728,2,60480.0,2073,41472,3,S/C 220 kV,AIS,Low,12,2014,2018,691,2921
PROJ-6297,Raipur,Hilly Forests,1091.0,919,1,27570.0,693,19850,1,S/C 220 kV,GIS,High,18,2020,2024,231,500
PROJ-7887,Assam,Hilly Forests,1563.0,1168,1,35040.0,2802,72911,1,D/C 400 kV,GIS,Low,12,2019,2021,467,1313
PROJ-2406,Gujarat,Desert Plains,1519.0,1720,2,68800.0,3096,223686,4,D/C 765 kV,GIS,High,18,2019,2023,516,3189
PROJ-5412,Jabalpur,Hilly Forests,1782.0,2117,1,84680.0,3810,317550,2,D/C 765 kV,AIS,High,12,2010,2013,635,3176
PROJ-1197,Assam,Hilly Forests,871.0,854,2,29890.0,897,20906,1,S/C 220 kV,AIS,Medium,18,2010,2012,299,500
PROJ-3676,Jabalpur,Hilly Forests,1275.0,972,1,34020.0,1167,23328,1,S/C 220 kV,Hybrid,Low,12,2011,2013,389,1699
PROJ-3987,Odisha,Coastal Plains,1647.0,1219,2,33192.0,2916,182850,4,D/C 765 kV,Hybrid,Medium,12,2021,2025,486,2943
PROJ-9147,Chhattisgarh,Hilly Forests,2531.0,3017,3,120680.0,5430,452550,5,D/C 765 kV,Hybrid,High,18,2018,2022,905,4600
PROJ-9890,Rajasthan,Desert Plains,1237.0,983,1,29542.959582843738,1968,63698,2,D/C 400 kV,GIS,Low,18,2015,2019,328,500
PROJ-5958,Jabalpur,Hilly Forests,1521.0,1272,2,38160.0,3054,82426,3,D/C 400 kV,GIS,Low,12,2020,2023,509,1791
PROJ-2888,Chhattisgarh,Hilly Forests,1365.0,1967,1,78680.0,3540,300951,3,D/C 765 kV,Hybrid,High,12,2014,2018,590,2941
PROJ-8116,Rajasthan,Desert Plains,1163.0,7525,2,226155.41287985668,5646,188125,2,S/C 220 kV,AIS,High,18,2018,2022,1882,2892
PROJ-2207,Gujarat,Desert Plains,2625.0,3170,2,126800.0,5706,427950,4,D/C 765 kV,GIS,High,12,2017,2021,951,4609
PROJ-2373,Odisha,Coastal Plains,1438.0,1783,2,53490.0,3210,272799,2,D/C 765 kV,Hybrid,High,18,2012,2014,535,3412
PROJ-3332,Odisha,Coastal Plains,1251.0,5414,1,189490.0,5685,116942,2,S/C 220 kV,GIS,Medium,12,2012,2015,1895,2891
PROJ-3834,Gujarat,Desert Plains,1216.0,890,1,26700.0,801,18519,1,S/C 220 kV,GIS,High,12,2012,2014,267,500
PROJ-3923,Odisha,Coastal Plains,1276.0,1247,2,37410.0,2244,187050,3,D/C 765 kV,AIS,High,18,2018,2021,374,1678
PROJ-2403,Raipur,Hilly Forests,1711.0,1627,1,65080.0,2928,211591,2,D/C 765 kV,GIS,High,18,2016,2020,488,2668
PROJ-1305,Delhi,Northern Plains,1770.0,1551,2,45135.0,3690,231099,3,D/C 765 kV,AIS,Medium,18,2010,2013,615,3001
PROJ-5525,Rajasthan,Desert Plains,1081.0,859,2,23262.0,2070,116824,1,D/C 765 kV,Hybrid,Medium,12,2010,2013,345,500
PROJ-1323,Gujarat,Desert Plains,1244.0,1579,2,47455.0693604377,3150,113688,3,D/C 400 kV,AIS,High,18,2011,2015,525,1261
PROJ-7641,Rajasthan,Desert Plains,1406.0,5129,2,179515.0,5385,123096,4,S/C 220 kV,Hybrid,Medium,12,2019,2023,1795,3352
PROJ-4794,Raipur,Hilly Forests,2127.0,3160,2,94800.0,2844,75840,4,S/C 220 kV,AIS,High,12,2014,2018,948,4772
PROJ-8861,Bihar,Northern Plains,993.0,1170,2,40950.0,1053,24345,1,S/C 220 kV,GIS,High,18,2021,2023,351,500
PROJ-5625,Jabalpur,Hilly Forests,1270.0,1380,2,48300.0,1449,33782,1,S/C 220 kV,Hybrid,Medium,12,2020,2024,483,1407
PROJ-7992,Raipur,Hilly Forests,1262.0,5554,1,166919.2243368404,11118,427658,2,D/C 400 kV,AIS,High,12,2010,2012,1853,2777
PROJ-1383,Jabalpur,Hilly Forests,1888.0,1878,1,56340.0,4506,135216,4,D/C 400 kV,Hybrid,Low,12,2013,2016,751,3136
PROJ-6630,Karnataka,Coastal Plains,2690.469480286639,2176,2,65280.0,5208,293760,4,D/C 765 kV,GIS,Low,18,2015,2018,868,4539
PROJ-8161,Jabalpur,Hilly Forests,1084.0,912,2,24808.0,2190,136800,1,D/C 765 kV,Hybrid,Medium,12,2015,2017,365,500
PROJ-2641,Odisha,Coastal Plains,1335.0,4635,2,139050.0,11124,340394,3,D/C 400 kV,Hybrid,Low,18,2013,2016,1854,3118
PROJ-8601,Delhi,Northern Plains,2004.0,1412,1,49420.0,1695,34566,3,S/C 220 kV,Hybrid,Low,12,2018,2020,565,2721
PROJ-2547,Chhattisgarh,Hilly Forests,2183.0,3455,3,103836.13973420662,2592,82920,3,S/C 220 kV,AIS,High,12,2017,2020,864,4360
PROJ-3734,Jabalpur,Hilly Forests,1230.0,1208,1,36240.0,2904,167912,1,D/C 765 kV,AIS,Low,18,2018,2020,484,1481
PROJ-3867,Raipur,Hilly Forests,1496.0,1238,2,37140.0,2970,89136,3,D/C 400 kV,Hybrid,Low,12,2018,2020,495,2928
PROJ-2603,Gujarat,Desert Plains,2062.0,1849,2,55569.61573619336,4446,277350,4,D/C 765 kV,Hybrid,Low,18,2022,2026,741,2860
PROJ-7571,Raipur,Hilly Forests,2370.0,3084,2,92686.15193640903,6150,243636,4,D/C 400 kV,AIS,Medium,12,2018,2021,1025,4155
PROJ-3374,Rajasthan,Desert Plains,932.0,763,2,22931.106980376164,1542,54936,1,D/C 400 kV,AIS,Low,18,2019,2023,257,500
PROJ-9611,Bihar,Northern Plains,1257.0,1115,1,31963.0,2682,153870,3,D/C 765 kV,AIS,Medium,18,2017,2020,447,1665
PROJ-4298,Gujarat,Desert Plains,1435.0,1345,2,47075.0,1614,32926,3,S/C 220 kV,Hybrid,Low,12,2020,2024,538,2880
PROJ-7374,Odisha,Coastal Plains,1908.0,2097,2,63022.97685170225,4182,161469,3,D/C 400 kV,Hybrid,Medium,18,2016,2018,697,2994
PROJ-5909,Bihar,Northern Plains,1385.0,1243,2,43505.0,1305,30429,3,S/C 220 kV,Hybrid,Medium,18,2014,2017,435,1404
PROJ-8792,Chhattisgarh,Hilly Forests,1255.0,1493,1,44870.4360703822,3006,107496,3,D/C 400 kV,AIS,Low,18,2014,2018,501,2642
PROJ-7686,Odisha,Coastal Plains,1137.0,4482,1,156870.0,5379,109719,2,S/C 220 kV,AIS,Low,18,2012,2014,1793,2863
PROJ-9430,Assam,Hilly Forests,2468.0,2719,2,81570.0,5436,206644,5,D/C 400 kV,Hybrid,High,18,2018,2022,906,4661
PROJ-8497,Raipur,Hilly Forests,1133.0,5472,1,164454.80654864793,10950,393984,3,D/C 400 kV,Hybrid,Medium,12,2012,2016,1825,3239
PROJ-6499,Assam,Hilly Forests,2135.0,1991,2,61272.0,3996,124286,3,D/C 400 kV,GIS,Medium,12,2010,2014,666,3114
PROJ-4501,Raipur,Hilly Forests,880.0,882,2,26460.0,1059,21168,2,S/C 220 kV,AIS,Low,18,2010,2014,353,500
PROJ-1237,Rajasthan,Desert Plains,1529.0,1245,1,37350.0,1494,26892,1,S/C 220 kV,GIS,Low,18,2018,2021,498,1920
PROJ-2035,Gujarat,Desert Plains,1215.0,1712,2,49335.0,3420,126688,2,D/C 400 kV,AIS,Medium,12,2011,2014,570,3055
PROJ-1526,Bihar,Northern Plains,1084.0,863,1,34520.0,1554,112233,2,D/C 765 kV,GIS,High,18,2018,2020,259,500
PROJ-6002,Raipur,Hilly Forests,1351.0,1222,2,34913.0,2460,87984,2,D/C 400 kV,Hybrid,Medium,18,2015,2017,410,1425
PROJ-8766,Assam,Hilly Forests,1127.0,5863,2,175890.0,11730,422136,2,D/C 400 kV,AIS,Medium,12,2012,2015,1955,3134
PROJ-8160,Gujarat,Desert Plains,1980.0,1722,1,51660.0,4134,126464,4,D/C 400 kV,Hybrid,Low,12,2010,2012,689,3002
PROJ-6287,Rajasthan,Desert Plains,2225.0,2751,3,96285.0,2889,67344,3,S/C 220 kV,AIS,Medium,12,2021,2024,963,4547
PROJ-3580,Delhi,Northern Plains,1073.0,815,1,28525.0,978,16959,2,S/C 220 kV,GIS,Low,18,2021,2025,326,500
PROJ-9360,Bihar,Northern Plains,1528.0,1335,2,40050.0,2658,83336,3,D/C 400 kV,GIS,High,18,2013,2015,443,1676
PROJ-4818,Delhi,Northern Plains,1547.0,1419,1,42570.0,3384,210012,4,D/C 765 kV,Hybrid,Low,12,2013,2017,564,3065
PROJ-9862,Karnataka,Coastal Plains,2586.0,2792,3,83774.0,5598,201024,3,D/C 400 kV,Hybrid,High,12,2015,2019,933,4748
PROJ-4280,Raipur,Hilly Forests,1081.0,709,1,21308.19770522504,1416,51048,1,D/C 400 kV,Hybrid,Medium,12,2011,2015,236,500
PROJ-7793,Rajasthan,Desert Plains,1408.0,1646,1,49468.679016643735,3294,126742,2,D/C 400 kV,Hybrid,Low,18,2014,2016,549,1453
PROJ-7043,Gujarat,Desert Plains,1425.0,1635,2,49050.0,1962,39240,2,S/C 220 kV,Hybrid,Low,12,2010,2012,654,3022
PROJ-8848,Bihar,Northern Plains,1744.0,1610,1,56350.0,1932,39413,2,S/C 220 kV,AIS,Low,18,2012,2014,644,3100
PROJ-7007,Chhattisgarh,Hilly Forests,2364.0,2645,2,79350.0,5298,190440,4,D/C 400 kV,AIS,Medium,12,2022,2026,883,4235
PROJ-8499,Raipur,Hilly Forests,1206.0,1307,2,39210.0,987,28231,1,S/C 220 kV,GIS,High,12,2020,2024,329,500
PROJ-4199,Rajasthan,Desert Plains,1250.0,1371,1,47985.0,1440,32904,3,S/C 220 kV,AIS,Medium,12,2018,2021,480,1477
PROJ-9396,Karnataka,Coastal Plains,1371.0,1540,1,53900.0,1617,36960,3,S/C 220 kV,AIS,Medium,12,2022,2024,539,2803
PROJ-6482,Jabalpur,Hilly Forests,1126.0,4570,2,159950.0,5484,109680,2,S/C 220 kV,AIS,Low,18,2014,2018,1828,2864
PROJ-3535,Jabalpur,Hilly Forests,1745.0,2467,2,74010.0,2220,60392,3,S/C 220 kV,AIS,High,12,2012,2014,740,2519
PROJ-3591,Odisha,Coastal Plains,2586.0,2657,3,92995.0,2790,55287,3,S/C 220 kV,GIS,Medium,12,2013,2017,930,4247
PROJ-7183,Chhattisgarh,Hilly Forests,1497.0,1622,2,45955.0,1218,35035,2,S/C 220 kV,GIS,High,18,2018,2020,406,1510
PROJ-1944,Delhi,Northern Plains,1683.0,1667,1,50010.0,3000,225045,3,D/C 765 kV,GIS,High,12,2019,2022,500,2976
PROJ-8149,Rajasthan,Desert Plains,2585.0,3163,3,110705.0,2847,75912,5,S/C 220 kV,Hybrid,High,12,2021,2023,949,4307
PROJ-9159,Odisha,Coastal Plains,1490.0,1433,1,57320.0,2580,186362,3,D/C 765 kV,GIS,High,18,2022,2025,430,1812
PROJ-2447,Odisha,Coastal Plains,1525.0,1543,1,61720.0,2778,231450,2,D/C 765 kV,Hybrid,High,12,2017,2021,463,3004
PROJ-8105,Gujarat,Desert Plains,1076.0,5557,2,166710.0,11118,411218,4,D/C 400 kV,AIS,Medium,12,2014,2018,1853,3190
PROJ-7830,Raipur,Hilly Forests,2008.0,1662,2,49949.54102409592,3996,224370,2,D/C 765 kV,GIS,Medium,18,2014,2016,666,3303
PROJ-3139,Bihar,Northern Plains,2448.0,2231,2,61193.0,5370,334650,5,D/C 765 kV,Hybrid,Low,18,2017,2021,895,4619
PROJ-4019,Odisha,Coastal Plains,1431.0,1650,1,53798.0,3306,106920,1,D/C 400 kV,GIS,High,12,2020,2024,551,1317
PROJ-5439,Raipur,Hilly Forests,1256.0,5253,2,157590.0,10506,378216,3,D/C 400 kV,Hybrid,High,12,2021,2025,1751,2847
PROJ-1277,Jabalpur,Hilly Forests,2229.0,2282,2,68582.94381286816,4548,147874,4,D/C 400 kV,GIS,Medium,18,2015,2017,758,3177
PROJ-2693,Delhi,Northern Plains,2458.0,2498,2,74940.0,2997,61151,3,S/C 220 kV,Hybrid,Low,12,2014,2017,999,4209
PROJ-3695,Chhattisgarh,Hilly Forests,1026.0,769,1,22653.0,1854,111505,1,D/C 765 kV,Hybrid,Medium,12,2017,2019,309,500
PROJ-9898,Assam,Hilly Forests,1725.0,2223,2,77805.0,2001,54419,3,S/C 220 kV,AIS,High,18,2020,2022,667,3335
PROJ-8165,Rajasthan,Desert Plains,2303.0,2335,3,70175.79921255354,5598,350250,4,D/C 765 kV,AIS,Medium,18,2020,2023,933,4824
PROJ-2051,Chhattisgarh,Hilly Forests,1115.0,1083,2,37905.0,975,26512,1,S/C 220 kV,Hybrid,High,18,2014,2017,325,500
PROJ-8711,Chhattisgarh,Hilly Forests,1442.0,1100,1,33610.0,2646,165000,2,D/C 765 kV,Hybrid,Medium,12,2019,2023,441,1750
PROJ-2747,Gujarat,Desert Plains,2690.469480286639,3220,3,96600.0,5796,418761,4,D/C 765 kV,GIS,High,12,2020,2024,966,4394
PROJ-9570,Odisha,Coastal Plains,1162.0,743,2,22330.02947106093,1494,46381,2,D/C 400 kV,GIS,Low,18,2017,2019,249,500
PROJ-2993,Rajasthan,Desert Plains,1426.0,1860,2,74400.0,3348,279000,2,D/C 765 kV,Hybrid,High,12,2016,2020,558,1324
PROJ-4202,Karnataka,Coastal Plains,1455.0,1352,1,40632.8396297098,3228,187928,3,D/C 765 kV,AIS,Low,12,2017,2020,538,2797
PROJ-9831,Delhi,Northern Plains,2177.0,2023,1,60798.990067235885,4050,126284,3,D/C 400 kV,GIS,Low,12,2012,2016,675,3268
PROJ-4442,Karnataka,Coastal Plains,932.0,459,2,13794.728838784613,1092,63342,2,D/C 765 kV,AIS,Low,12,2017,2021,182,500
PROJ-4281,Jabalpur,Hilly Forests,1401.0,4618,1,161630.0,5541,96091,4,S/C 220 kV,GIS,Low,12,2013,2016,1847,2765
PROJ-5669,Assam,Hilly Forests,2067.0,2218,1,66659.49578305942,4440,159696,4,D/C 400 kV,Hybrid,High,12,2021,2024,740,2940
PROJ-5050,Gujarat,Desert Plains,2357.0,2060,2,61800.0,4944,148320,4,D/C 400 kV,AIS,Low,12,2011,2015,824,4582
PROJ-1292,Jabalpur,Hilly Forests,889.0,976,1,31380.0,1950,70272,1,D/C 400 kV,AIS,Medium,18,2016,2020,325,500
PROJ-7620,Rajasthan,Desert Plains,1398.0,1267,1,38010.0,3030,190050,2,D/C 765 kV,Hybrid,Medium,12,2018,2021,505,1484
PROJ-3378,Bihar,Northern Plains,1298.0,5303,2,185605.0,5568,127272,2,S/C 220 kV,Hybrid,Medium,18,2020,2023,1856,2936
PROJ-6353,Chhattisgarh,Hilly Forests,2126.0,2787,2,83760.15092307782,2094,60199,3,S/C 220 kV,GIS,High,12,2017,2019,698,3020
PROJ-4464,Jabalpur,Hilly Forests,2254.0,2016,2,60588.61293897556,4842,302400,3,D/C 765 kV,AIS,Medium,18,2013,2015,807,4312
PROJ-7286,Gujarat,Desert Plains,1314.0,1121,2,33630.0,2676,168150,1,D/C 765 kV,Hybrid,Medium,18,2014,2016,446,1743
PROJ-3596,Raipur,Hilly Forests,2297.0,2763,2,83038.85791189954,5532,215514,3,D/C 400 kV,AIS,Low,18,2016,2018,922,4685
PROJ-8783,Raipur,Hilly Forests,906.0,894,1,31290.0,939,21885,2,S/C 220 kV,AIS,Medium,12,2020,2023,313,500
PROJ-8101,Jabalpur,Hilly Forests,1271.0,781,2,23472.076738759875,1872,115588,1,D/C 765 kV,AIS,Medium,18,2018,2021,312,1313
PROJ-2160,Odisha,Coastal Plains,1286.0,1500,2,45000.0,2700,225000,1,D/C 765 kV,Hybrid,High,18,2015,2019,450,1260
PROJ-8487,Odisha,Coastal Plains,1081.0,5672,1,170160.0,11334,408384,3,D/C 400 kV,AIS,Medium,18,2017,2020,1889,2799
PROJ-6554,Karnataka,Coastal Plains,1146.0,667,2,26680.0,1200,86743,1,D/C 765 kV,GIS,High,12,2018,2021,200,500
PROJ-1231,Raipur,Hilly Forests,1496.0,1388,2,37765.0,2778,89942,3,D/C 400 kV,GIS,Low,18,2015,2019,463,1649
PROJ-1186,Assam,Hilly Forests,2449.0,2721,3,81630.0,5448,195912,3,D/C 400 kV,AIS,High,18,2011,2015,908,4599
PROJ-9816,Assam,Hilly Forests,962.0,1121,1,30573.0,843,29146,1,S/C 220 kV,AIS,High,12,2022,2024,281,500
PROJ-6586,Bihar,Northern Plains,1550.0,1257,1,37710.0,2508,96789,3,D/C 400 kV,Hybrid,Medium,18,2011,2015,418,2850
PROJ-4229,Rajasthan,Desert Plains,1338.0,4571,2,137130.0,10986,685650,3,D/C 765 kV,Hybrid,Medium,12,2017,2019,1831,2799
PROJ-3953,Raipur,Hilly Forests,1767.0,2504,1,69742.0,1878,60096,3,S/C 220 kV,AIS,High,18,2013,2016,626,3122
PROJ-5871,Rajasthan,Desert Plains,1443.0,1115,2,33450.0,1338,27295,3,S/C 220 kV,Hybrid,Low,12,2011,2015,446,1428
PROJ-1087,Karnataka,Coastal Plains,1625.0,1254,2,37687.55983406516,3024,169290,3,D/C 765 kV,GIS,Low,18,2016,2019,504,3367
PROJ-2121,Bihar,Northern Plains,1884.0,1904,2,57222.578886810246,4578,285600,2,D/C 765 kV,AIS,Low,12,2018,2022,763,2682
PROJ-2922,Assam,Hilly Forests,1031.0,935,1,28100.373560487176,1878,67320,1,D/C 400 kV,Hybrid,Medium,18,2016,2019,313,500
PROJ-6108,Assam,Hilly Forests,1275.0,924,1,27720.0,1848,72996,1,D/C 400 kV,AIS,Medium,18,2012,2015,308,1796
PROJ-2556,Jabalpur,Hilly Forests,1290.0,1471,1,51485.0,1545,36010,2,S/C 220 kV,AIS,Medium,18,2020,2022,515,3132
PROJ-7492,Raipur,Hilly Forests,2008.0,1981,2,56410.0,3978,142632,2,D/C 400 kV,Hybrid,Low,12,2014,2018,663,2972
PROJ-2400,Bihar,Northern Plains,1194.0,1169,1,37660.0,2346,75751,1,D/C 400 kV,GIS,Low,18,2022,2024,391,500
PROJ-9222,Rajasthan,Desert Plains,1416.0,1549,2,43570.0,3102,111528,1,D/C 400 kV,Hybrid,Medium,18,2016,2018,517,1285
PROJ-3972,Delhi,Northern Plains,1190.0,4553,1,136590.0,10938,682950,4,D/C 765 kV,AIS,Medium,18,2019,2021,1823,3225
PROJ-8249,Odisha,Coastal Plains,2103.0,1887,2,56610.0,3396,245404,4,D/C 765 kV,GIS,High,18,2017,2019,566,2999
PROJ-4118,Assam,Hilly Forests,1059.0,1002,2,35070.0,1203,24529,1,S/C 220 kV,Hybrid,Low,18,2022,2025,401,500
PROJ-4628,Rajasthan,Desert Plains,1533.0,1557,1,46710.0,1401,38115,4,S/C 220 kV,Hybrid,High,12,2022,2025,467,3101
PROJ-5541,Jabalpur,Hilly Forests,2097.0,2689,1,80814.87112743317,2022,58082,4,S/C 220 kV,GIS,High,18,2013,2015,674,2829
PROJ-7814,Raipur,Hilly Forests,916.0,956,1,28731.50494526817,720,22944,1,S/C 220 kV,AIS,High,18,2016,2018,240,500
PROJ-7350,Bihar,Northern Plains,1479.0,975,1,29250.0,1170,23868,2,S/C 220 kV,Hybrid,Low,12,2021,2023,390,1729
PROJ-3769,Karnataka,Coastal Plains,1550.0,1489,1,44670.0,2982,110186,4,D/C 400 kV,Hybrid,High,12,2019,2023,497,3339
PROJ-5292,Rajasthan,Desert Plains,1463.0,5617,2,168510.0,11232,363982,2,D/C 400 kV,GIS,High,18,2022,2025,1872,2971
PROJ-5695,Gujarat,Desert Plains,2102.0,1457,2,43788.49655361477,3504,218550,2,D/C 765 kV,Hybrid,Low,18,2011,2015,584,2968
PROJ-3730,Bihar,Northern Plains,1290.0,1198,2,35940.0,2376,86256,2,D/C 400 kV,AIS,High,18,2011,2013,396,1626
PROJ-6219,Odisha,Coastal Plains,1539.0,1400,2,42000.0,1680,33600,3,S/C 220 kV,Hybrid,Low,18,2016,2018,560,2961
PROJ-7575,Rajasthan,Desert Plains,1182.0,4352,1,130560.0,10434,652800,4,D/C 765 kV,Hybrid,Low,18,2012,2016,1739,3089
PROJ-5902,Gujarat,Desert Plains,2052.0,1785,2,53550.0,2142,38556,4,S/C 220 kV,GIS,Low,18,2020,2022,714,3221
PROJ-3168,Rajasthan,Desert Plains,1291.0,1511,2,45411.40582876591,3024,108792,3,D/C 400 kV,AIS,Medium,12,2022,2025,504,2760
PROJ-5064,Raipur,Hilly Forests,1264.0,5316,2,159766.4019759891,10620,382752,4,D/C 400 kV,Hybrid,Medium,18,2021,2025,1770,2780
PROJ-5788,Raipur,Hilly Forests,1925.0,1693,2,50790.0,3048,253950,4,D/C 765 kV,Hybrid,High,18,2017,2019,508,2758
PROJ-6566,Gujarat,Desert Plains,1536.0,1438,2,44909.0,2874,93182,3,D/C 400 kV,GIS,High,18,2016,2020,479,1313
PROJ-1194,Bihar,Northern Plains,1434.0,1332,2,39960.0,3186,199800,2,D/C 765 kV,AIS,Medium,18,2011,2015,531,3161
PROJ-2933,Gujarat,Desert Plains,1446.0,6183,2,247320.0,11130,834705,3,D/C 765 kV,GIS,High,12,2014,2016,1855,3356
PROJ-8031,Chhattisgarh,Hilly Forests,2185.0,2110,2,60073.0,4230,136728,4,D/C 400 kV,GIS,Medium,18,2020,2022,705,2867
PROJ-2497,Bihar,Northern Plains,2324.0,2644,2,79320.0,5292,190368,4,D/C 400 kV,AIS,Low,18,2014,2017,882,4543
PROJ-4313,Assam,Hilly Forests,1015.0,1192,1,35760.0,2394,85824,2,D/C 400 kV,Hybrid,High,12,2017,2021,399,500
PROJ-7613,Raipur,Hilly Forests,1181.0,5720,1,171600.0,11436,411840,2,D/C 400 kV,AIS,Medium,12,2019,2023,1906,2779
PROJ-5484,Chhattisgarh,Hilly Forests,1856.0,2004,1,60120.0,4002,146292,2,D/C 400 kV,Hybrid,Medium,12,2019,2023,667,3327
PROJ-6531,Rajasthan,Desert Plains,2289.0,2850,3,99750.0,2565,68400,5,S/C 220 kV,AIS,High,12,2012,2016,855,4675
PROJ-8721,Rajasthan,Desert Plains,1073.0,5473,2,164484.8604241137,10962,394056,2,D/C 400 kV,AIS,Medium,12,2014,2018,1827,3227
PROJ-4063,Raipur,Hilly Forests,2067.0,1991,2,59837.26605233151,3972,147334,3,D/C 400 kV,Hybrid,Medium,18,2018,2021,662,2757
PROJ-7898,Karnataka,Coastal Plains,2462.0,3193,3,127720.0,5748,488529,3,D/C 765 kV,Hybrid,High,18,2013,2017,958,4625
PROJ-3044,Chhattisgarh,Hilly Forests,1108.0,903,1,27090.0,948,19505,1,S/C 220 kV,GIS,Medium,12,2018,2022,316,500
PROJ-2231,Gujarat,Desert Plains,1410.0,1326,1,39851.4388676,2664,85925,2,D/C 400 kV,GIS,Low,12,2013,2016,444,1371
PROJ-1441,Rajasthan,Desert Plains,2144.0,2778,3,83489.66604388595,5562,200016,3,D/C 400 kV,AIS,Medium,18,2018,2020,927,4574
PROJ-8846,Karnataka,Coastal Plains,957.0,681,1,19000.0,1344,49032,1,D/C 400 kV,Hybrid,High,18,2019,2021,224,500
PROJ-6190,Bihar,Northern Plains,1491.0,1591,1,47730.0,3174,103097,3,D/C 400 kV,GIS,Medium,12,2013,2015,529,1279
PROJ-1968,Delhi,Northern Plains,1403.0,1100,1,33000.0,2640,79200,4,D/C 400 kV,Hybrid,Low,12,2022,2025,440,2948
PROJ-5590,Assam,Hilly Forests,1307.0,7226,2,217169.304115594,5424,173424,4,S/C 220 kV,Hybrid,High,18,2021,2025,1808,3448
PROJ-5246,Raipur,Hilly Forests,1680.0,1879,1,58667.0,3750,135288,4,D/C 400 kV,AIS,High,12,2013,2017,625,2945
PROJ-1767,Delhi,Northern Plains,2235.0,2292,2,80220.0,2751,56108,5,S/C 220 kV,AIS,Low,12,2020,2024,917,4581
PROJ-8976,Gujarat,Desert Plains,1024.0,1016,2,30480.0,2442,146304,1,D/C 765 kV,Hybrid,Medium,18,2018,2022,407,500
PROJ-4664,Odisha,Coastal Plains,1376.0,1192,2,35760.0,2862,85824,2,D/C 400 kV,Hybrid,Low,12,2018,2020,477,1777
PROJ-4956,Rajasthan,Desert Plains,1119.0,7408,2,222240.0,5562,170384,4,S/C 220 kV,AIS,High,18,2011,2014,1854,3135
PROJ-4855,Delhi,Northern Plains,1025.0,962,1,30517.0,732,23088,2,S/C 220 kV,AIS,High,12,2022,2025,244,500
PROJ-2826,Gujarat,Desert Plains,1417.0,1047,2,31466.407612652485,2520,145533,3,D/C 765 kV,AIS,Low,12,2012,2015,420,3006
PROJ-1988,Odisha,Coastal Plains,2298.0,2833,3,84990.0,5100,424950,5,D/C 765 kV,AIS,High,12,2017,2019,850,4481
PROJ-7937,Raipur,Hilly Forests,1554.0,1146,2,32866.0,2778,154710,4,D/C 765 kV,GIS,Low,18,2022,2025,463,3479
PROJ-8733,Raipur,Hilly Forests,941.0,1368,1,41113.70163716198,1029,32832,1,S/C 220 kV,AIS,High,18,2021,2024,343,500
PROJ-6738,Assam,Hilly Forests,1396.0,1622,2,48660.0,3234,118406,3,D/C 400 kV,AIS,Medium,12,2014,2016,539,3150
